fin_coa_cd|org_cd|org_rtng_mdl_nm|acct_dlgt_unvl_id|fdoc_typ_cd|obj_id|ver_nbr|fdoc_aprv_from_amt|fdoc_aprv_to_amt|acct_dlgt_prmrt_cd|acct_dlgt_start_dt|row_actv_ind|
BL|LIBR|#1 DEL|1246104058|ADEL|11400DC3F4A1041EE043814FD881041E|1.0|||N|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|AR|11400DC3F4A2041EE043814FD881041E|1.0|||Y|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|AT|11400DC3F4A3041EE043814FD881041E|1.0|||Y|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|BA|11400DC3F4A5041EE043814FD881041E|1.0|||N|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|CASM|11400DC3F4A6041EE043814FD881041E|1.0|||Y|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|CRM|11400DC3F4A7041EE043814FD881041E|1.0|||N|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|DI|11400DC3F4A9041EE043814FD881041E|1.0|||N|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|DV|11400DC3F4AA041EE043814FD881041E|1.0|||N|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|ELR|11400DC3F4AB041EE043814FD881041E|1.0|||Y|20000322000000|Y|
BL|LIBR|#1 DEL|1246104058|GDLG|11400DC3F4AC041EE043814FD881041E|1.0|||N|20000322000000|Y|
